Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2080648616,2090523535,2097669023,2103055378,2107522258
Ecuador,ECU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,103544017315.435,93971273121.5556,103197765280.136,109581722560.167,112162610913.166
Ecuador,ECU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5970.1089450969,5342.73903751582,5798.36443701443,6087.53527916046,6166.00475903588
Ecuador,ECU,"Population, total",SP.POP.TOTL,17343740,17588595,17797737,18001000,18190484
"Egypt, Arab Rep.",EGY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,398080548970.536,412213064649.318,425777537422.235,453827104224.859,470886489666.426
"Egypt, Arab Rep.",EGY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3769.03576992117,3835.78421490004,3896.8428528144,4088.89704539565,4177.61445981918
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,105618671,107465134,109262178,110990103,112716598
El Salvador,SLV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,25779775126.5993,23744951345.511,26571731219.3539,27315620697.1628,28274665875.3002
El Salvador,SLV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4104.91789162688,3773.39367367062,4208.2718463661,4310.91079863158,4442.24965962778
El Salvador,SLV,"Population, total",SP.POP.TOTL,6280217,6292731,6314167,6336392,6364943
Equatorial Guinea,GNQ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10051326714.9325,9569759527.14748,9652085293.25754,10010757805.2532,9440987169.35728
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6472.07088263695,5995.90584446184,5905.34479962112,5976.90010750037,5506.00504082549
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1553031,1596049,1634466,1674908,1714671
Eritrea,ERI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..
Eritrea,ERI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,3498818,3555868,3620312,3684032,3748901
Estonia,EST,GDP (constant 2015 US$),NY.GDP.MKTP.KD,26971876698.6594,26711487337.3844,28647890228.5441,28515822690.1473,27658753938.9875
Estonia,EST,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,20327.0158660721,20091.0457573356,21524.6836266196,21140.9972199425,20245.2033973271
Estonia,EST,"Population, total",SP.POP.TOTL,1326898,1329522,1330932,1348840,1366188
Eswatini,SWZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4404836242.8606,4336136540.79741,4799396094.979,4822230150.09178,5055738006.20626
Eswatini,SWZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3766.06299935158,3672.65334987563,4025.4238297996,4012.94044961743,4175.45932119359
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1169613,1180655,1192271,1201670,1210822
Ethiopia,ETH,GDP (constant 2015 US$),NY.GDP.MKTP.KD,89640011587.0442,95071775775.7639,100435279209.681,105779617467.591,112653319434.836
Ethiopia,ETH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,785.48497203795,811.255539909268,834.991291370409,857.34870016285,890.349617187314
Ethiopia,ETH,"Population, total",SP.POP.TOTL,114120594,117190911,120283026,123379924,126527060
Euro area,EMU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,12677715217553.7,11903098048525,12612919829083.1,13045053754199.3,13103343887030.8
Euro area,EMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,36586.0235057689,34306.7194629125,36354.4480887668,37450.106599012,37399.9349288204
Euro area,EMU,"Population, total",SP.POP.TOTL,346517987,346961127,346942960,348331552,350357398
Europe & Central Asia,ECS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,22332068149675,21112191497351.7,22489519607940.6,23199625889137.4,23423277925071.8
Europe & Central Asia,ECS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,24242.0406418536,22863.9180804506,24334.8623198819,25189.9230456369,25351.795196889
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,921212388,923384672,924168763,920988359,923929755
Europe & Central Asia (excluding high income),ECA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1735613765851.66,1741186364875.19,1897899494837.44,1956309547293.38,2046428698058.45
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7021.20685737201,6995.15572382393,7571.51514115903,7922.9817971703,8269.25326953864
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,247195931,248913167,250663105,246915820,247474425
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4102340795533.11,4042327842013.56,4340913101198.31,4417659468346.3,4569846962577.96
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8898.25888951877,8743.86757747555,9374.8978911472,9659.41694213845,9992.53500402297
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,461027359,462304330,463035774,457342249,457326090
European Union,EUU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,14770119229270.1,13935185525351.7,14772513099967.4,15286397678719.9,15355286193298.1
European Union,EUU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,33015.6514076378,31126.7025554185,33034.9660039527,34169.43212858,34162.5719694931
European Union,EUU,"Population, total",SP.POP.TOTL,447367191,447692315,447178093,447370551,449476878
Faroe Islands,FRO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2899302496.02846,2843437737.68997,3007093233.39562,3169430571.88205,..
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,56099.9689639995,54248.5497985303,56856.6853862924,59699.2008265596,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,51681,52415,52889,53090,53270
Fiji,FJI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5216010336.4885,4327208912.29647,4115996279.01139,4939873198.82997,5336367607.30208
Fiji,FJI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5679.05182722096,4701.3314678446,4451.60259894592,5313.02843815538,5698.96420483469
Fiji,FJI,"Population, total",SP.POP.TOTL,918465,920422,924610,929766,936375
Finland,FIN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,254744159687.5,248745023487.891,255804854010.937,259221044201.172,256537132518.75
Finland,FIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,46135.8814242631,44984.7344505487,46165.6865537387,46655.1653624268,45939.2916450135
Finland,FIN,"Population, total",SP.POP.TOTL,5521606,5529543,5541017,5556106,5584264
Fragile and conflict affected situations,FCS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1784410113547.77,1671039644771.82,1747389349759.03,1772960592513.02,1801919137899.48
Fragile and conflict affected situations,FCS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1862.88631973108,1705.4220864346,1744.12684886411,1739.65429348694,1728.12175813928
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,957873862,979839336,1001870564,1019145355,1042703808
France,FRA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2616812485718.01,2419492808873.4,2575192242890.61,2638406985036.32,2656973944325.35
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,38832.0242014303,35806.6178917772,38002.1942362252,38816.4792795643,38975.5766157236
France,FRA,"Population, total",SP.POP.TOTL,67388001,67571107,67764304,67971311,68170228
French Polynesia,PYF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5951258396.41142,5531635723.06513,5647511817.96257,5899733908.23199,..
French Polynesia,PYF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19856.2590590838,18321.5279645771,18575.386202645,19262.6131998341,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,299717,301920,304032,306279,308872
Gabon,GAB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,15460241661.1259,15176119359.5533,15398898313.8373,15855897831.7794,16214753599.299
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6893.32310548088,6619.68860295977,6577.41177152079,6637.06610644966,6654.75657105081
Gabon,GAB,"Population, total",SP.POP.TOTL,2242785,2292573,2341179,2388992,2436566
"Gambia, The",GMB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1677527292.27233,1687449652.95674,1776141480.12272,1863488944.31064,1962179256.1583
"Gambia, The",GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,668.63512259134,655.576119206423,672.802271027834,688.65279140169,707.558740097353
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2508883,2573995,2639916,2705992,2773168
Georgia,GEO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,18510819818.4957,17346401920.57,19192793472.268,21296041913.2144,22887810113.8316
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4975.81148194814,4659.60925318234,5175.19865185825,5736.30449578597,6086.59268816499
Georgia,GEO,"Population, total",SP.POP.TOTL,3720161,3722716,3708610,3712502,3760365
Germany,DEU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3597317337494.24,3459656323000.82,3569113619670.71,3633579269920.31,3622499230389.37
Germany,DEU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43292.6838917385,41601.9731563516,42900.0225187383,43361.1771204321,42878.8118385764
Germany,DEU,"Population, total",SP.POP.TOTL,83092962,83160871,83196078,83797985,84482267
Ghana,GHA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,62465003607.231,62786037290.3279,65973349399.4486,68491885061.4641,70508824388.0172
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1981.61375988962,1951.06447835525,2009.35909326948,2046.00761866575,2066.37522371624
Ghana,GHA,"Population, total",SP.POP.TOTL,31522290,32180401,32833031,33475870,34121985
Gibraltar,GIB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,32685,32709,32669,32649,32688
Greece,GRC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,203903008195.061,184906515414.099,200401577457.978,211538468429.431,215793609025.322
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,19017.9964295438,17283.2457234913,18960.8905812875,20287.7253030767,20826.8955787208
Greece,GRC,"Population, total",SP.POP.TOTL,10721582,10698599,10569207,10426919,10361295
Greenland,GRL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2708402650.63237,2713483852.17536,2748493505.41834,..,..
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,48170.7896955512,48139.5825957628,48514.5271286311,..,..
Greenland,GRL,"Population, total",SP.POP.TOTL,56225,56367,56653,56661,56865
Grenada,GRD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1134939081.03144,978809798.804488,1024691294.44286,1099706286.21882,1152594316.56766
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9247.89838199082,7915.13871412215,8223.18669804078,8766.93096365395,9134.30744686415
Grenada,GRD,"Population, total",SP.POP.TOTL,122724,123663,124610,125438,126183
Guam,GUM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5959409099.18107,5332547224.74977,5442300818.9263,5719850773.43039,..
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,35341.4051332021,31510.4633592532,31913.2889566086,33298.6992992559,..
Guam,GUM,"Population, total",SP.POP.TOTL,168624,169231,170534,171774,172952
Guatemala,GTM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,70794725855.0224,69526185112.429,75089954137.2623,78182161579.3105,80906407059.0999
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4263.70844366435,4124.14353853545,4388.72407207344,4504.12922283915,4596.32007982874
Guatemala,GTM,"Population, total",SP.POP.TOTL,16604026,16858333,17109746,17357886,17602431
Guinea,GIN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,12075308646.1614,12669445996.7359,13163554390.6704,13782241447.0119,14755537829.1561
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,937.703131488194,959.43197301356,972.779029847709,994.436997185642,1039.80982843842
Guinea,GIN,"Population, total",SP.POP.TOTL,12877539,13205153,13531906,13859341,14190612
Guinea-Bissau,GNB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1378863398.74244,1399546349.72358,1489116653.06068,1551659407.02523,1617578278.9288
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,699.768327216702,694.278653597221,722.619244944212,736.932210638485,752.067459594336
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1970457,2015828,2060721,2105566,2150842
Guyana,GUY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5071030135.73162,7275896377.20418,8731623508.24726,14270953618.8731,18982777676.3958
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6348.68368035127,9126.79142451246,10852.5747492095,17646.2159234068,23325.1224161142
Guyana,GUY,"Population, total",SP.POP.TOTL,798753,797202,804567,808726,813834
Haiti,HTI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,15485274058.243,14973407477.2561,14704149691.2104,14456828250.6294,14187369712.6764
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1387.51490382752,1324.28327669834,1284.47792637986,1247.89238171765,1210.03466873287
Haiti,HTI,"Population, total",SP.POP.TOTL,11160438,11306801,11447569,11584996,11724763
Heavily indebted poor countries (HIPC),HPC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,796219596964.029,798100674870.178,831582055492.638,871467732876.901,909915267708.022
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,976.835707537181,952.31169844329,965.657019260342,985.501788659698,1002.11436935098
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,815100831,838066650,861156745,884288332,907995430
High income,HIC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,54153045133853.9,52033132522339.1,54938854205393.6,56390111344530.9,57317255192081.6
High income,HIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,38982.2404904257,37327.806818298,39440.2411991718,40395.787606743,40852.727538048
High income,HIC,"Population, total",SP.POP.TOTL,1389172209,1393950970,1392964458,1395940386,1403021503
Honduras,HND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,24338200129.3672,22156260473.8169,24940257609.6892,25973672631.7766,26904206369.3728
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2443.88171835938,2188.97246199273,2426.48574354035,2489.60233644241,2539.61859281938
Honduras,HND,"Population, total",SP.POP.TOTL,9958829,10121763,10278345,10432860,10593798
"Hong Kong SAR, China",HKG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,331813535027.381,310097073539.271,330111969064.701,317961363117.443,328183995725.401
"Hong Kong SAR, China",HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44195.2523378549,41451.2863974431,44530.8938318249,43283.0159019674,43548.253834928
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7507900,7481000,7413100,7346100,7536100
Hungary,HUN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,147383974295.866,140770787502.349,150710923361.943,157618619387.289,156187937314.849
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,15083.5991718742,14437.8088480852,15521.3815852251,16345.3110870432,16286.7593347282
Hungary,HUN,"Population, total",SP.POP.TOTL,9771141,9750149,9709891,9643048,9589872
IBRD only,IBD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,31023699367173.8,30588993917249.6,32922470107672.5,34108234968472.4,35625218077923.4
IBRD only,IBD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6419.69001259911,6285.20120048751,6726.19281396224,6943.36586651973,7215.89480953748
IBRD only,IBD,"Population, total",SP.POP.TOTL,4832585266,4866828116,4894666421,4912348798,4937047867
Iceland,ISL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,20729999827.2907,19291243912.7068,20284495162.3436,22086023602.2883,22983555206.4697
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,57493.4195335925,52641.7234828803,54452.0969675282,57816.3616576004,58393.1788782259
Iceland,ISL,"Population, total",SP.POP.TOTL,360563,366463,372520,382003,393600
IDA & IBRD total,IBT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,33523407253635,33069019254697.3,35511715029236.8,36809151895056.6,38415216612247
IDA & IBRD total,IBT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5114.02261987134,4988.81695826959,5303.12618391446,5449.89351425309,5632.93589712087
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6555193386,6628629499,6696373761,6754104791,6819750360
IDA blend,IDB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1177780961422.8,1161106610876.81,1221069571181.44,1272543649454.67,1304691371223.53
IDA blend,IDB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2058.36656067917,1987.47237934812,2046.68541091504,2088.38673359582,2095.71064966582
IDA blend,IDB,"Population, total",SP.POP.TOTL,572192040,584212703,596608333,609342910,622553200
IDA only,IDX,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1321196408572.1,1318054005137.85,1367997476810.49,1428133512186.34,1485232407329.45
IDA only,IDX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1148.45092270625,1119.28216322345,1135.17434572949,1158.81073634005,1178.61622871176
IDA only,IDX,"Population, total",SP.POP.TOTL,1150416080,1177588680,1205099007,1232413083,1260149293
IDA total,IDA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2498977369994.9,2479160616014.65,2589067047991.93,2700663566925.3,2789685839440.35
IDA total,IDA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1450.69406151116,1407.17372567453,1437.00754862437,1466.35253377199,1481.74544295372
IDA total,IDA,"Population, total",SP.POP.TOTL,1722608120,1761801383,1801707340,1841755993,1882702493
India,IND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2689205295884.67,2533830417085.77,2779348258937.5,2973542414789.3,3199055012896.79
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1944.31484844968,1814.56156970557,1974.58060231807,2098.22093124628,2239.25036295254
India,IND,"Population, total",SP.POP.TOTL,1383112050,1396387127,1407563842,1417173173,1428627663
Indonesia,IDN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1049330233997.45,1027656193885.38,1065709127396.86,1122270779815.14,1178924195813.57
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3892.42166187369,3780.12163441585,3892.95599990599,4073.55834962073,4247.85315520073
Indonesia,IDN,"Population, total",SP.POP.TOTL,269582878,271857970,273753191,275501339,277534122
"Iran, Islamic Rep.",IRN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,434302748072.116,448766282369.436,469947053431.511,487695221421.966,511846684554.594
"Iran, Islamic Rep.",IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5017.11721517534,5141.08477649301,5344.95802474488,5507.53339500769,5739.9439512132
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,86564202,87290193,87923432,88550570,89172767
Iraq,IRQ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,201765390222.035,177479307669.569,180145367592.772,193908133926.674,188215848693.258
Iraq,IRQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4854.38649618787,4170.39204821397,4138.07727128907,4357.86592653341,4136.19753038504
Iraq,IRQ,"Population, total",SP.POP.TOTL,41563520,42556984,43533592,44496122,45504560
Ireland,IRL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,371466596693.279,396047264524.218,455950283775.422,498960174855.63,482999506836.712
Ireland,IRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,75281.9215322169,79441.7086843532,90589.1967310069,97316.8775085729,91783.4370132598
Ireland,IRL,"Population, total",SP.POP.TOTL,4934340,4985382,5033164,5127170,5262382
Isle of Man,IMN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7985161928.93659,7279527750.17696,7558904135.25498,..,..
Isle of Man,IMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,95137.3348854037,86613.6133804936,89706.0884997565,..,..
Isle of Man,IMN,"Population, total",SP.POP.TOTL,83933,84046,84263,84519,84710
Israel,ISR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,358460252733.588,351802608893.272,382099815616.826,408208262853.223,416360345096.694
Israel,ISR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,39591.3687578516,38176.7543372587,40772.9704864616,42710.7782216294,42674.3002343717
Israel,ISR,"Population, total",SP.POP.TOTL,9054000,9215100,9371400,9557500,9756700
Italy,ITA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1918157617381.17,1746018467621.33,1891116791113.44,1966494766925.43,1984600131128.51
Italy,ITA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,32114.2998563994,29375.037340835,31980.6412402973,33364.1090461331,33774.0201855238
Italy,ITA,"Population, total",SP.POP.TOTL,59729081,59438851,59133173,58940425,58761146
Jamaica,JAM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,14934129304.1378,13452615521.9861,14071627468.5505,14806380290.2635,15132129758.4763
Jamaica,JAM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5307.51034434468,4769.69359417696,4976.35970942781,5236.79024419576,5355.4748248395
Jamaica,JAM,"Population, total",SP.POP.TOTL,2813773,2820436,2827695,2827377,2825544
Japan,JPN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4564332550094.45,4375044252274.51,4487015645273.13,4529854841042.58,4616966465093.54
Japan,JPN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,36043.7844013365,34650.7967802766,35701.4542716142,36202.639274898,37079.1092202813
Japan,JPN,"Population, total",SP.POP.TOTL,126633000,126261000,125681593,125124989,124516650
Jordan,JOR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,41823826702.478,41362613665.9359,42874682706.305,43915711431.5583,45064321343.9393
Jordan,JOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3909.25001726642,3784.76252307437,3845.8569750687,3891.21222579832,3974.95939367124
Jordan,JOR,"Population, total",SP.POP.TOTL,10698683,10928721,11148278,11285869,11337052
Kazakhstan,KAZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,211106940610.612,205829267103.2,214679925583.069,221549683201.099,232848717043.771
Kazakhstan,KAZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11402.7584159346,10974.2446417632,11186.2822816204,11283.4160946866,11700.8364821966
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,18513673,18755666,19191356,19634983,19900177
Kenya,KEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,84264984851.3549,84035138346.859,90413816676.9795,94795844230.4786,99939292457.5
Kenya,KEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1653.82898526646,1616.50240405855,1705.7403896308,1754.58548035889,1813.76097266007
Kenya,KEN,"Population, total",SP.POP.TOTL,50951450,51985780,53005614,54027487,55100586
Kiribati,KIR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,227264501.801848,225807678.072349,245474798.420586,254944152.66233,265870330.633572
Kiribati,KIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1829.22305681577,1785.56319296829,1904.76588311518,1942.69806649544,1991.31431399897
Kiribati,KIR,"Population, total",SP.POP.TOTL,124241,126463,128874,131232,133515
"Korea, Dem. People's Rep.",PRK,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,25755441,25867467,25971909,26069416,26160821
"Korea, Rep.",KOR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1638146960195.06,1626525694049.93,1696543311942.81,1740868427277.01,1764487367948.7
"Korea, Rep.",KOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31645.9498343307,31378.1579340648,32771.0724243229,33690.3788793046,34121.0211756766
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51764822,51836239,51769539,51672569,51712619
Kosovo,XKX,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7547450874.83231,7144396206.5298,7912108452.01596,8250627894.09353,8526025165.23204
Kosovo,XKX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4219.09759907177,3990.9862599761,4429.97766677751,4666.41775009447,4854.3335105348
Kosovo,XKX,"Population, total",SP.POP.TOTL,1788878,1790133,1786038,1768086,1756374
Kuwait,KWT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,116706510582.078,110551385167.158,112428132931.438,119329255932.766,116668101996.922
Kuwait,KWT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,26278.7396325411,25353.2404422938,26452.9687748231,27953.3394253627,27068.4869142309
Kuwait,KWT,"Population, total",SP.POP.TOTL,4441100,4360444,4250114,4268873,4310108
Kyrgyz Republic,KGZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,7920623120.2686,7354379549.41978,7759385792.10421,8455209116.53133,8975322159.94048
Kyrgyz Republic,KGZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1226.82431155612,1117.70384799462,1145.56733576995,1212.23374048823,1263.98746055944
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,6456200,6579900,6773400,6974900,7100800
Lao PDR,LAO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,18491844275.7106,18584864138.19,19054754737.3799,19570648221.6862,20303702352.295
Lao PDR,LAO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2564.01946515237,2539.12433769357,2566.27723361315,2599.2048876829,2659.71838486483
Lao PDR,LAO,"Population, total",SP.POP.TOTL,7212053,7319399,7425057,7529475,7633779
Late-demographic dividend,LTE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,22516142438577.7,22561141956728.5,24241853178494.2,25012141151926.1,26060137413101.7
Late-demographic dividend,LTE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9745.8201011099,9732.04179154123,10434.7486535396,10756.391536937,11199.8303769714
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2310338402,2318233156,2323185156,2325328254,2326833223
Latin America & Caribbean,LCN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5628849094809.51,5254573089939.1,5622224635718.43,5846435071888.94,5972313727330.51
Latin America & Caribbean,LCN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8722.92390071137,8077.33486222589,8583.82859356081,8867.54684896765,8992.34521853978
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,645293844,650533026,654978670,659306928,664155299
Latin America & Caribbean (excluding high income),LAC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4810651995951.27,4495906134167.94,4802278149822.95,4988465001867.89,5095779681677.54
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8255.77244738006,7645.95351649581,8105.06382621734,8361.53279037083,8481.29480018684
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,582701622,588011178,592503434,596596955,600825676
